Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
957,2859,125,18,127,28,2738,247,225,100,2173,61.14,229.47,977.89,53.2,Type_12,Area_1,Type_2
246,2893,77,13,85,7,6012,236,215,107,4682,85.7,153.18,712.07,8.68,Type_29,Area_1,Type_2
90,2745,306,11,67,24,2416,190,234,184,6428,58.33,176.56,419.39,6.33,Type_29,Area_1,Type_2
11390,3103,207,11,297,49,6083,213,250,171,2140,54.41,343.33,524.07,44.62,Type_29,Area_1,Type_2
11705,3081,133,8,134,2,5081,233,236,135,2007,38.9,393.32,523.55,30.59,Type_29,Area_1,Type_2
12881,2881,14,16,192,10,1543,203,206,137,1008,75.31,373.76,259.07,57.39,Type_31,Area_3,Type_2
1069,2668,64,13,162,-24,1170,232,213,111,2185,51.28,351.3,767.52,8.27,Type_29,Area_1,Type_2
8117,3051,124,20,750,48,2888,249,221,92,2563,73.87,287.48,1137.83,63.96,Type_33,Area_3,Type_2
9927,2813,61,23,150,62,1382,231,187,77,1213,56.7,166.43,809.47,14.57,Type_32,Area_3,Type_2
6724,3000,27,14,256,11,1739,213,208,128,1471,55.66,238.68,788.25,38.89,Type_31,Area_3,Type_2
581,2926,61,11,90,9,5123,229,218,121,2375,57.55,239.61,328.8,11.95,Type_19,Area_1,Type_2
10708,2757,34,28,335,0,2073,203,166,84,2101,62.28,375.89,173.27,51.16,Type_24,Area_3,Type_2
6438,2874,6,17,711,144,210,197,205,142,1290,36.88,246.56,977.39,13.2,Type_10,Area_3,Type_2
455,2656,77,23,283,-23,1320,242,190,66,518,36.67,200.09,916.45,58.55,Type_30,Area_1,Type_2
9702,3076,201,22,108,41,2648,204,253,174,1153,42.9,180.84,607.16,59.13,Type_23,Area_3,Type_2
5760,2967,313,27,335,134,2717,139,209,205,595,48.62,225.04,763.37,52.53,Type_33,Area_3,Type_2
7974,3226,315,5,408,51,390,206,236,168,1065,84.35,420.4,810.28,64.3,Type_32,Area_3,Type_2
13811,2629,338,16,190,33,2250,183,216,170,1572,78.35,195.79,329.91,24.68,Type_10,Area_3,Type_2
209,2890,63,17,153,35,3670,233,202,96,5757,30.3,442.87,173.97,56.41,Type_30,Area_1,Type_2
317,2668,41,17,283,68,1276,219,200,110,2240,54.54,389.28,908.57,40.17,Type_30,Area_1,Type_2
11515,2784,156,14,124,31,3260,235,241,132,3042,74.4,432.59,126.33,44.09,Type_30,Area_1,Type_2
11540,2998,87,9,402,87,4294,233,226,125,2081,72.49,216.85,232.82,35.19,Type_12,Area_1,Type_2
11427,2696,35,13,0,0,1661,218,211,126,3342,36.01,428.33,235.3,17.07,Type_20,Area_1,Type_2
14046,3211,210,23,488,-21,2089,195,254,184,1008,50.27,260.09,646.2,52.65,Type_29,Area_1,Type_2
718,2988,217,7,446,72,5467,212,247,171,1437,87.9,298.64,810.8,43.66,Type_29,Area_1,Type_2
831,2733,89,15,582,20,1092,242,214,98,900,43.48,434.47,506.3,41.55,Type_12,Area_1,Type_2
9011,2894,73,22,127,-2,1650,239,192,72,1240,47.2,254.92,716.87,15.72,Type_33,Area_3,Type_2
10105,2800,252,11,30,8,2100,196,248,190,1935,72.18,328.18,411.84,55.5,Type_13,Area_3,Type_2
12707,2891,112,15,342,125,1818,245,223,103,1140,40.86,382.23,317.3,8.5,Type_32,Area_3,Type_2
1086,3048,260,11,258,24,5648,195,246,190,1973,58.04,172.68,731.69,38.82,Type_22,Area_1,Type_2
9584,3180,212,12,297,9,2845,209,251,176,840,38.04,375.54,630.53,51.95,Type_32,Area_3,Type_2
12482,2967,144,16,350,86,780,241,235,118,2640,81.19,155.79,1048.08,52.23,Type_29,Area_1,Type_2
8837,3083,146,27,301,110,2827,245,224,89,1422,60.18,333.08,581.62,20.78,Type_33,Area_3,Type_2
6057,2982,96,15,242,43,350,243,217,99,2072,58.31,164.78,455.8,56.64,Type_32,Area_3,Type_2
520,2916,243,3,335,16,5442,213,242,166,4030,39.03,375.76,183.61,9.84,Type_23,Area_1,Type_2
11564,2800,39,15,297,58,1627,219,206,118,2579,55.92,347.87,648.97,26.02,Type_29,Area_1,Type_2
4068,2971,198,16,124,22,1293,214,252,168,1599,88.75,322.12,839.84,50.89,Type_32,Area_3,Type_2
814,2719,126,11,277,-10,1092,239,233,123,1302,85.25,157.66,406.35,39.24,Type_23,Area_1,Type_2
11536,2755,76,20,258,12,1718,240,199,82,2439,81.09,200.7,949.55,54.79,Type_12,Area_1,Type_2
535,2995,233,14,638,89,5932,196,252,191,3487,76.14,368.73,602.03,50.21,Type_29,Area_1,Type_2
244,3047,90,3,870,128,5484,224,234,146,5635,52.21,174.72,1010.55,20.84,Type_12,Area_1,Type_2
10837,2592,71,16,175,44,1468,236,208,99,524,64.5,252.94,274.25,11.61,Type_11,Area_3,Type_2
10428,3218,49,18,0,0,1822,225,197,100,1673,80.32,425.9,671.46,9.75,Type_23,Area_2,Type_2
594,2992,228,6,458,79,4439,211,246,172,1919,50.74,406.45,208.07,12.09,Type_12,Area_1,Type_2
206,2731,66,5,0,0,2826,225,230,141,4873,30.55,316.02,1198.65,14.02,Type_20,Area_1,Type_2
11573,2962,251,14,268,46,5274,187,249,199,1744,35.22,402.92,466.81,9.2,Type_29,Area_1,Type_2
3890,2985,239,8,319,49,319,205,247,180,1418,54.19,192.87,567.74,57.06,Type_32,Area_3,Type_2
331,2952,62,8,192,30,4487,227,223,130,5251,51.36,319.86,934.58,37.04,Type_29,Area_1,Type_2
10701,2546,314,17,67,28,660,173,225,191,1328,41.06,230.58,348.2,44.84,Type_10,Area_3,Type_2
442,2995,6,14,201,13,5167,202,213,146,4670,89.2,215.82,169.9,11.17,Type_29,Area_1,Type_2
192,2995,173,15,268,135,6312,228,246,146,4135,83.83,359.62,961.17,26.73,Type_30,Area_1,Type_2
1030,2827,71,19,124,25,2586,237,201,88,1894,79.73,416.22,199.72,17.66,Type_29,Area_1,Type_2
801,2971,322,22,361,158,4671,160,213,190,258,72.43,417.0,855.63,26.24,Type_29,Area_1,Type_2
10395,3006,121,11,162,18,1134,239,231,121,1800,33.07,210.36,213.48,32.33,Type_22,Area_3,Type_2
11802,3013,49,10,30,-1,1698,224,218,127,1812,51.82,207.13,1087.64,44.87,Type_23,Area_1,Type_2
1967,2890,315,7,342,91,1595,201,234,172,1869,41.07,388.33,1092.62,63.79,Type_13,Area_3,Type_2
860,3014,234,21,285,115,5432,180,253,205,834,33.94,197.75,176.38,35.02,Type_29,Area_1,Type_2
11487,2714,150,14,85,26,1687,237,239,128,912,50.61,325.84,564.77,49.92,Type_29,Area_1,Type_2
896,2999,347,13,150,21,4146,195,218,162,966,42.3,313.43,951.8,27.84,Type_29,Area_1,Type_2
1739,3068,335,8,150,6,1442,202,230,166,2247,52.07,398.1,758.33,48.94,Type_29,Area_1,Type_2
9023,2875,66,27,153,68,1561,234,176,56,1142,59.1,285.65,1006.49,34.06,Type_33,Area_3,Type_2
410,2952,58,10,201,16,3736,228,218,123,6078,35.48,304.37,172.82,51.92,Type_29,Area_1,Type_2
13524,3002,8,3,212,17,2040,216,232,154,1177,81.44,261.83,837.08,29.05,Type_32,Area_3,Type_2
458,2781,65,13,42,6,3162,232,214,112,2465,58.12,348.05,306.16,61.47,Type_20,Area_1,Type_2
585,2644,345,3,85,-4,509,214,235,159,1426,68.0,213.32,636.71,59.62,Type_12,Area_1,Type_2
14460,3051,48,13,618,231,391,224,211,119,960,76.2,297.87,824.29,50.16,Type_33,Area_3,Type_2
510,2660,3,9,297,60,1307,207,222,152,1249,73.54,182.55,211.65,14.82,Type_29,Area_1,Type_2
14613,3208,42,6,277,13,983,221,227,142,1276,70.63,253.31,1160.31,6.89,Type_32,Area_2,Type_2
1289,2938,62,5,162,10,972,224,230,142,2313,31.99,298.87,437.31,42.51,Type_23,Area_1,Type_2
143,2837,112,8,272,16,3649,235,231,128,6221,59.83,322.15,1078.54,52.65,Type_12,Area_1,Type_2
8031,3260,170,17,532,144,2796,230,245,140,3339,51.21,384.33,1112.9,16.39,Type_33,Area_3,Type_2
1439,2914,30,14,390,-30,470,215,208,126,1640,42.11,394.68,246.52,45.01,Type_29,Area_1,Type_2
789,2925,82,5,424,51,3066,227,231,138,1948,57.72,211.32,955.7,42.69,Type_29,Area_1,Type_2
9099,3054,211,23,484,238,1511,194,254,186,323,86.19,407.33,487.15,18.87,Type_13,Area_3,Type_2
11724,2850,47,20,481,177,497,222,191,95,2403,64.33,163.2,941.22,22.5,Type_24,Area_1,Type_2
8949,2955,161,15,376,24,1745,234,242,135,1176,44.75,432.82,1126.18,63.63,Type_13,Area_3,Type_2
509,2690,343,24,120,34,1816,163,195,165,1645,86.99,415.13,1026.66,13.63,Type_29,Area_1,Type_2
1068,2958,34,7,30,0,4424,219,224,141,2067,36.63,422.86,576.65,7.85,Type_19,Area_1,Type_2
11502,2581,342,21,42,14,1218,172,203,167,741,83.07,215.42,776.61,57.82,Type_29,Area_1,Type_2
492,2949,277,12,437,49,5506,186,242,195,4471,67.21,370.71,177.59,45.12,Type_29,Area_1,Type_2
11701,2763,50,11,516,-21,787,225,216,124,2727,37.92,234.12,761.75,56.79,Type_29,Area_1,Type_2
11520,2639,111,15,212,27,618,244,223,104,1323,81.27,303.94,901.94,63.04,Type_12,Area_1,Type_2
343,2952,40,12,323,0,4558,221,213,124,5268,40.39,260.67,940.92,37.11,Type_12,Area_1,Type_2
605,3109,87,13,446,16,3469,239,218,108,4669,37.24,426.64,1105.05,38.17,Type_29,Area_1,Type_2
1114,3027,18,5,242,4,3211,216,229,150,1734,62.22,234.08,861.25,58.99,Type_29,Area_1,Type_2
14415,2866,53,2,175,49,832,221,234,150,484,66.78,279.77,128.38,31.15,Type_33,Area_3,Type_2
11880,2680,18,17,85,5,1284,205,202,130,1838,81.38,180.29,179.17,5.81,Type_33,Area_3,Type_2
11910,3068,74,10,190,28,1283,232,222,122,2218,30.66,331.51,946.02,48.19,Type_29,Area_1,Type_2
9269,3117,225,4,42,2,2165,214,243,166,722,38.76,444.69,218.23,56.72,Type_23,Area_3,Type_2
523,2690,318,7,514,78,967,202,234,171,1310,88.19,419.2,951.47,49.52,Type_12,Area_1,Type_2
549,2809,63,8,458,36,2251,228,223,128,2486,61.22,335.68,413.97,51.07,Type_12,Area_1,Type_2
6571,2988,285,13,30,6,2311,183,240,196,1146,63.73,428.91,853.11,26.81,Type_20,Area_3,Type_2
11713,3242,47,12,481,94,5970,224,214,122,2046,71.37,265.14,317.67,15.28,Type_29,Area_1,Type_2
874,2932,113,15,85,19,3432,245,223,104,1734,54.52,321.5,895.31,39.31,Type_30,Area_1,Type_2
11431,2848,39,13,127,0,3021,220,212,124,4414,41.57,387.55,643.96,63.32,Type_12,Area_1,Type_2
6620,2645,41,10,180,20,212,221,218,131,400,73.53,181.48,276.78,7.93,Type_11,Area_3,Type_2
10718,2572,34,14,297,38,382,217,210,125,782,41.73,284.32,712.36,14.7,Type_11,Area_3,Type_2
7199,2820,331,16,268,27,1742,181,219,176,1441,85.95,345.74,744.51,9.1,Type_11,Area_3,Type_2
11556,2994,86,10,255,57,4737,234,224,120,1538,63.89,160.71,921.73,19.63,Type_29,Area_1,Type_2
13455,3093,198,13,335,39,700,216,251,167,1087,55.24,202.96,743.58,9.54,Type_32,Area_3,Type_2
10090,3310,320,16,722,182,1245,176,223,186,2227,43.62,341.51,705.89,15.82,Type_33,Area_3,Type_2
7287,2832,354,9,510,65,1943,205,224,157,1057,62.69,345.05,147.0,32.2,Type_11,Area_3,Type_2
663,2719,48,7,361,33,1290,223,224,136,2177,66.35,225.85,738.55,38.82,Type_12,Area_1,Type_2
11889,3217,103,9,42,7,2359,235,229,125,2946,63.62,427.25,817.47,12.34,Type_29,Area_1,Type_2
648,2783,332,30,255,114,2180,138,188,181,2467,70.75,334.74,1052.06,55.03,Type_29,Area_1,Type_2
11366,2995,339,11,95,17,5969,197,225,166,3472,73.74,232.67,962.1,12.11,Type_29,Area_1,Type_2
10177,3310,157,6,537,96,984,227,241,148,2612,75.76,395.04,1099.75,6.06,Type_32,Area_3,Type_2
7880,3259,126,13,150,26,1932,241,231,117,1464,32.69,222.74,997.74,10.98,Type_23,Area_1,Type_2
139,2775,344,13,42,7,2854,194,219,164,6177,51.82,390.05,566.71,39.5,Type_29,Area_1,Type_2
812,2926,67,12,324,45,3055,232,217,116,2093,80.33,248.06,476.7,34.75,Type_29,Area_1,Type_2
9737,2928,347,34,85,39,1131,136,163,152,819,71.18,394.57,458.52,29.32,Type_31,Area_3,Type_2
8645,3011,234,16,470,142,2944,191,253,197,664,62.17,221.76,114.25,23.84,Type_32,Area_3,Type_2
10132,3103,4,24,511,43,1302,180,185,135,2160,43.94,438.79,754.81,57.97,Type_33,Area_3,Type_2
6973,3151,153,17,228,45,2382,238,239,124,1635,33.64,277.45,352.2,63.41,Type_32,Area_3,Type_2
848,2905,248,3,95,11,4859,214,241,165,1490,89.81,296.27,490.51,47.51,Type_29,Area_1,Type_2
365,2977,94,8,466,12,4283,232,229,129,4676,86.49,366.69,161.9,39.67,Type_12,Area_1,Type_2
294,2991,285,11,849,98,5939,189,240,191,6068,51.61,242.21,646.28,50.97,Type_20,Area_1,Type_2
14914,2685,119,14,127,32,1894,244,227,108,997,66.3,339.72,687.67,20.69,Type_11,Area_3,Type_2
6814,2810,32,3,240,22,969,219,232,150,934,77.73,356.36,938.18,51.81,Type_2,Area_3,Type_2
534,2919,236,7,350,16,5470,208,246,176,3853,63.33,222.01,448.65,14.36,Type_23,Area_1,Type_2
1918,2822,347,24,228,50,1560,168,195,160,1645,65.58,192.31,332.12,47.82,Type_24,Area_3,Type_2
9946,2886,18,12,216,3,726,210,214,139,1466,45.21,233.6,1163.5,25.86,Type_32,Area_3,Type_2
8868,3020,206,27,258,118,1974,193,252,181,2060,63.93,334.01,275.25,48.97,Type_23,Area_3,Type_2
1093,2782,42,6,443,-15,907,221,227,142,2634,66.46,299.32,693.81,35.6,Type_29,Area_1,Type_2
10802,2611,244,8,342,130,1357,204,247,181,1448,80.23,422.87,1168.78,48.27,Type_11,Area_3,Type_2
11861,2912,55,18,0,0,543,228,198,96,2329,84.64,156.54,885.34,55.36,Type_29,Area_1,Type_2
235,2742,116,9,150,21,2475,236,231,126,4314,41.71,264.4,615.28,22.1,Type_12,Area_1,Type_2
2613,2859,13,19,277,6,789,198,198,133,95,44.81,204.11,462.58,20.9,Type_32,Area_3,Type_2
9731,3364,327,16,792,222,4099,179,220,180,2415,38.3,424.2,1062.44,48.08,Type_33,Area_3,Type_2
8309,2932,188,10,390,53,2580,221,248,160,2151,55.11,182.23,1101.49,45.08,Type_26,Area_3,Type_2
951,2753,75,5,30,-1,2030,226,231,140,976,66.03,230.33,511.44,62.33,Type_23,Area_1,Type_2
8230,3028,178,14,420,-38,1489,225,247,151,1142,61.51,323.86,762.52,18.61,Type_29,Area_1,Type_2
119,2586,76,4,190,30,1290,225,232,143,4875,83.55,281.6,1001.87,47.8,Type_18,Area_1,Type_2
14556,3181,359,9,124,-4,1410,206,223,155,751,54.43,252.98,620.08,28.96,Type_32,Area_2,Type_2
6806,2883,236,19,499,259,782,183,253,203,1719,77.98,237.56,444.34,59.94,Type_32,Area_3,Type_2
2801,2890,238,4,212,71,1441,212,244,170,1956,77.56,166.49,1104.0,62.55,Type_34,Area_3,Type_2
7872,3253,109,13,558,55,3107,242,225,110,3068,31.92,351.55,590.47,21.99,Type_32,Area_3,Type_2
13940,3043,39,13,1218,245,2899,220,210,122,1064,81.7,391.8,521.44,35.09,Type_31,Area_3,Type_2
14275,3036,173,27,335,76,1811,225,241,130,2197,41.58,179.71,353.42,19.24,Type_33,Area_3,Type_2
10636,2700,165,14,240,48,3643,232,244,140,2514,87.57,167.93,551.14,64.18,Type_11,Area_3,Type_2
9049,2984,234,34,342,167,1599,143,246,222,503,87.19,441.7,1129.76,10.64,Type_13,Area_3,Type_2
14569,2997,225,16,234,107,2096,196,253,190,1176,76.28,303.16,997.77,54.92,Type_33,Area_3,Type_2
13633,2733,63,11,228,12,872,230,218,120,324,38.61,449.23,1192.02,48.38,Type_10,Area_3,Type_2
14581,3042,151,22,212,42,518,241,234,111,1587,58.92,276.95,777.47,19.29,Type_22,Area_3,Type_2
8786,2775,33,18,67,19,1591,213,197,113,2460,58.31,190.98,760.83,8.91,Type_10,Area_3,Type_2
1409,3242,315,17,153,47,5015,173,224,190,1448,65.12,182.54,808.8,14.08,Type_29,Area_1,Type_2
11596,2725,338,9,30,0,1530,201,228,166,2292,77.82,376.61,811.78,24.54,Type_20,Area_1,Type_2
9706,3256,236,10,272,40,579,202,249,184,902,40.36,245.76,455.14,23.53,Type_32,Area_2,Type_2
1498,3183,28,8,331,-30,2952,217,223,141,1315,57.81,247.18,597.39,21.8,Type_29,Area_1,Type_2
5002,2882,310,21,366,116,2577,159,221,200,1262,58.41,435.96,286.0,35.86,Type_24,Area_3,Type_2
499,2867,143,12,437,114,3363,237,237,129,2963,88.46,449.98,382.24,28.84,Type_12,Area_1,Type_2
451,2756,30,4,150,2,2571,218,231,149,1770,76.63,412.17,462.47,51.98,Type_12,Area_1,Type_2
1541,3039,104,6,95,6,1415,230,233,136,2717,72.54,376.36,907.29,17.63,Type_29,Area_1,Type_2
766,2916,228,12,67,7,4975,202,251,185,1507,64.19,211.34,173.86,21.65,Type_30,Area_1,Type_2
11530,2577,293,15,127,42,180,177,236,199,1621,71.4,369.18,105.67,59.32,Type_29,Area_1,Type_2
9738,3232,286,19,509,132,3475,164,236,210,1890,31.1,181.89,1001.26,60.12,Type_33,Area_3,Type_2
6459,3030,306,10,108,11,1296,191,234,183,924,32.46,321.92,173.41,11.24,Type_24,Area_3,Type_2
1096,3145,245,16,446,84,5928,185,251,202,1812,40.59,343.66,431.69,30.27,Type_30,Area_1,Type_2
573,2978,156,6,524,61,5532,228,241,147,2688,53.79,309.14,252.61,29.06,Type_30,Area_1,Type_2
928,2698,71,14,30,8,1554,235,211,104,564,62.5,195.51,506.42,22.41,Type_20,Area_1,Type_2
6705,2724,36,11,474,99,532,219,216,131,324,57.56,238.79,138.08,21.51,Type_10,Area_3,Type_2
10438,3254,4,23,553,73,1621,183,189,137,2278,60.04,247.19,1007.9,39.29,Type_33,Area_2,Type_2
763,2534,108,2,247,13,234,221,237,151,1395,44.91,244.23,936.66,60.44,Type_9,Area_1,Type_2
408,3050,167,16,67,6,3229,231,244,140,5783,30.65,362.95,568.01,38.93,Type_29,Area_1,Type_2
13427,3068,265,9,120,14,540,198,244,185,875,50.79,407.18,224.75,51.02,Type_23,Area_3,Type_2
8320,2975,165,13,210,12,1622,231,244,141,1082,59.7,345.4,839.29,34.11,Type_29,Area_1,Type_2
11037,2598,76,15,201,53,2649,238,210,99,713,66.51,378.68,1035.93,22.48,Type_11,Area_3,Type_2
791,2754,101,11,85,19,1588,239,225,115,2148,39.2,429.9,435.85,37.57,Type_12,Area_1,Type_2
6147,3129,210,15,384,58,283,207,253,178,666,60.74,176.36,702.63,37.51,Type_32,Area_3,Type_2
924,3168,203,6,700,60,5459,217,246,164,1140,77.99,408.96,397.83,63.67,Type_29,Area_1,Type_2
1061,2717,72,12,85,9,1437,233,217,114,1982,82.42,406.84,216.19,5.47,Type_29,Area_1,Type_2
10582,3253,75,5,362,-20,900,227,230,137,3093,89.45,163.01,997.83,9.92,Type_23,Area_2,Type_2
7170,3034,89,15,190,29,2313,242,214,98,3050,44.51,266.17,243.41,5.67,Type_31,Area_3,Type_2
224,2962,211,13,255,43,5365,209,252,177,3337,52.06,151.01,647.44,10.6,Type_29,Area_1,Type_2
7475,3197,189,3,446,13,1068,219,241,158,1943,53.9,302.24,853.05,42.18,Type_23,Area_3,Type_2
759,2889,323,24,277,43,2605,152,208,191,2315,83.63,171.99,656.6,34.54,Type_29,Area_1,Type_2
9684,2984,316,20,283,62,1651,164,219,194,797,79.19,447.53,98.8,56.95,Type_31,Area_3,Type_2
125,2847,320,33,85,39,4983,120,190,199,4727,43.68,196.76,508.46,12.7,Type_29,Area_1,Type_2
14911,2851,96,26,153,46,2630,251,192,53,1173,45.45,339.49,551.0,15.37,Type_10,Area_3,Type_2
1172,2920,355,10,210,92,937,204,222,157,1967,88.87,208.74,351.38,8.21,Type_24,Area_1,Type_2
1741,3043,48,7,30,3,1150,223,224,136,2093,79.65,283.82,908.78,56.09,Type_23,Area_1,Type_2
11492,2606,96,2,300,58,1140,223,236,149,351,47.62,161.76,116.75,64.39,Type_29,Area_1,Type_2
2422,2867,322,20,120,51,779,166,217,188,1961,31.4,383.73,441.82,59.48,Type_24,Area_3,Type_2
11532,2789,138,6,127,16,2114,229,238,143,2594,35.02,292.06,448.41,34.29,Type_12,Area_1,Type_2
11493,2896,302,9,446,17,3840,195,236,181,3485,54.94,309.28,221.24,43.07,Type_12,Area_1,Type_2
11417,2880,162,5,0,0,6132,224,241,151,4587,85.53,264.41,1085.94,29.64,Type_29,Area_1,Type_2
14130,2893,205,13,234,34,2371,212,252,172,2270,46.8,339.67,342.98,43.43,Type_26,Area_3,Type_2
10688,2526,56,14,0,0,1436,228,211,113,1698,34.27,194.29,403.07,44.84,Type_10,Area_3,Type_2
710,2871,82,14,228,47,2385,238,215,105,2271,70.89,171.89,129.9,8.87,Type_29,Area_1,Type_2
11685,2946,153,14,30,5,4013,236,240,131,2438,86.86,412.23,92.05,10.38,Type_19,Area_1,Type_2
12002,2743,282,40,552,260,900,83,207,246,1772,34.8,197.67,216.17,13.63,Type_28,Area_3,Type_2
404,2785,202,8,134,18,2429,217,247,165,1860,79.59,404.43,765.45,10.04,Type_12,Area_1,Type_2
11739,2896,88,8,30,5,1379,232,227,128,1518,72.84,247.88,496.91,25.61,Type_29,Area_1,Type_2
14097,2986,156,16,931,189,2605,236,240,129,1414,63.76,241.79,256.08,6.83,Type_34,Area_3,Type_2
11621,2740,357,5,577,14,1177,212,231,156,953,63.11,347.84,142.82,42.27,Type_12,Area_1,Type_2
9768,3232,161,15,300,94,845,234,242,135,2400,75.65,152.54,595.85,12.02,Type_22,Area_1,Type_2
868,2802,91,11,540,18,1699,237,223,115,1084,40.92,245.91,593.82,55.54,Type_12,Area_1,Type_2
12241,2236,359,25,120,56,210,174,185,142,573,36.17,265.11,1163.17,8.11,Type_10,Area_4,Type_2
6435,3026,72,12,150,20,3013,233,217,115,1477,76.48,282.08,928.71,13.87,Type_32,Area_3,Type_2
107,3067,32,4,30,-2,6679,219,230,147,2947,54.62,194.28,484.54,17.34,Type_20,Area_1,Type_2
778,2924,9,6,255,50,3095,213,227,152,1855,73.34,417.24,575.44,59.73,Type_29,Area_1,Type_2
8831,3132,60,10,424,57,1195,228,218,122,2770,50.58,415.75,581.73,23.08,Type_33,Area_3,Type_2
8630,3087,244,26,60,5,2676,158,249,221,1328,71.21,326.03,982.14,8.97,Type_33,Area_3,Type_2
10694,2630,27,19,242,79,2048,208,194,116,2282,41.58,231.6,653.46,17.32,Type_11,Area_3,Type_2
797,2961,97,20,150,47,3636,248,206,77,1218,85.93,228.85,696.77,33.72,Type_29,Area_1,Type_2
7288,2814,112,7,270,48,2120,232,233,133,700,47.01,316.06,699.98,55.66,Type_10,Area_3,Type_2
1963,3046,84,9,618,-19,1384,233,225,125,1188,80.39,180.91,1076.56,37.63,Type_29,Area_1,Type_2
10595,2881,214,29,600,172,3662,179,252,193,1507,81.58,261.97,317.75,30.13,Type_13,Area_3,Type_2
10646,2554,144,11,0,0,2771,236,238,132,2365,34.45,251.68,334.83,59.29,Type_20,Area_3,Type_2
11435,2962,23,12,153,30,4996,213,214,136,6252,79.05,353.37,367.84,32.96,Type_12,Area_1,Type_2
552,2811,84,10,433,38,2250,234,224,121,2506,81.13,355.51,999.06,5.27,Type_12,Area_1,Type_2
11574,2760,95,3,162,21,1294,224,235,147,2249,47.2,165.45,556.25,57.64,Type_29,Area_1,Type_2
142,2831,284,24,60,23,5208,145,232,222,4611,45.11,399.68,273.05,39.23,Type_24,Area_1,Type_2
737,2690,40,11,495,-20,800,221,215,127,1820,53.55,405.27,491.48,32.9,Type_12,Area_1,Type_2
3061,2809,316,26,592,54,1015,142,207,200,1266,47.84,413.15,267.66,22.08,Type_28,Area_3,Type_2
6069,2960,328,3,127,14,1448,212,236,162,283,36.41,240.29,335.93,15.01,Type_23,Area_3,Type_2
12249,2963,66,11,108,22,402,231,218,118,1530,42.57,335.73,1066.4,43.39,Type_32,Area_3,Type_2
7989,2727,291,18,60,18,2221,167,234,206,690,77.53,366.51,1045.1,22.03,Type_33,Area_3,Type_2
465,3041,243,14,513,50,5911,192,250,195,4636,87.73,183.22,1175.2,46.45,Type_29,Area_1,Type_2
692,2958,39,25,351,134,4440,211,176,87,932,55.53,166.03,597.46,64.9,Type_29,Area_1,Type_2
11884,2730,355,19,85,13,1448,186,204,153,2012,30.01,241.72,119.76,35.07,Type_33,Area_3,Type_2
617,2954,156,10,301,79,4308,232,242,141,1657,33.66,227.12,671.51,25.63,Type_12,Area_1,Type_2
560,2851,107,11,458,78,2402,238,227,119,2698,67.22,246.2,926.8,7.93,Type_30,Area_1,Type_2
11384,3080,164,20,454,46,5622,234,241,128,1595,71.32,300.68,399.33,46.54,Type_29,Area_1,Type_2
3635,2885,273,12,331,87,1965,188,243,195,892,35.63,381.55,393.99,46.17,Type_31,Area_3,Type_2
6784,3063,286,18,255,54,2510,169,237,207,1710,48.96,283.72,760.61,10.58,Type_32,Area_3,Type_2
